"Mænd";"2024";"dest";"orig";"0...5";"0...6";"0...7";"0...8";"0...9";"0...10";"0...11";"0...12";"0...13";"0...14"
"Mænd";2024;"Til Dragør";"Fra Aalborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra København";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Frederiksberg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Dragør";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Tårnby";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Albertslund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Ballerup";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Brøndby";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Gentofte";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Gladsaxe";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Glostrup";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Herlev";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Hvidovre";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Høje-Taastrup";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Ishøj";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Lyngby-Taarbæk";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Rødovre";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Vallensbæk";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Allerød";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Egedal";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Fredensborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Frederikssund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Furesø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Gribskov";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Halsnæs";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Helsingør";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Hillerød";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Hørsholm";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Rudersdal";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Bornholm";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Christiansø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Greve";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Køge";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Lejre";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Roskilde";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Solrød";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Faxe";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Guldborgsund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Holbæk";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Kalundborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Lolland";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Næstved";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Odsherred";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Ringsted";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Slagelse";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Sorø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Stevns";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Vordingborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Assens";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Faaborg-Midtfyn";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Kerteminde";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Langeland";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Middelfart";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Nordfyns";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Nyborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Odense";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Svendborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Ærø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Billund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Esbjerg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Fanø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Fredericia";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Haderslev";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Kolding";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Sønderborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Tønder";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Varde";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Vejen";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Vejle";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Aabenraa";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Favrskov";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Hedensted";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Horsens";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Norddjurs";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Odder";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Randers";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Samsø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Silkeborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Skanderborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Syddjurs";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Aarhus";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Herning";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Holstebro";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Ikast-Brande";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Lemvig";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Ringkøbing-Skjern";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Skive";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Struer";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Viborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Brønderslev";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Frederikshavn";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Hjørring";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Jammerbugt";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Læsø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Mariagerfjord";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Morsø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Rebild";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Thisted";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Vesthimmerlands";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Tårnby";"Fra Aalborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra København";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Frederiksberg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Dragør";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Tårnby";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Albertslund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Ballerup";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Brøndby";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Gentofte";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Gladsaxe";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Glostrup";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Herlev";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Hvidovre";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Høje-Taastrup";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Ishøj";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Lyngby-Taarbæk";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Rødovre";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Vallensbæk";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Allerød";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Egedal";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Fredensborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Frederikssund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Furesø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Gribskov";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Halsnæs";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Helsingør";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Hillerød";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Hørsholm";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Rudersdal";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Bornholm";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Christiansø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Greve";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Køge";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Lejre";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Roskilde";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Solrød";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Faxe";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Guldborgsund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Holbæk";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Kalundborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Lolland";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Næstved";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Odsherred";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Ringsted";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Slagelse";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Sorø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Stevns";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Vordingborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Assens";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Faaborg-Midtfyn";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Kerteminde";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Langeland";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Middelfart";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Nordfyns";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Nyborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Odense";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Svendborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Ærø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Billund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Esbjerg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Fanø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Fredericia";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Haderslev";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Kolding";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Sønderborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Tønder";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Varde";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Vejen";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Vejle";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Aabenraa";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Favrskov";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Hedensted";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Horsens";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Norddjurs";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Odder";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Randers";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Samsø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Silkeborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Skanderborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Syddjurs";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Aarhus";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Herning";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Holstebro";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Ikast-Brande";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Lemvig";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Ringkøbing-Skjern";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Skive";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Struer";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Viborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Brønderslev";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Frederikshavn";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Hjørring";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Jammerbugt";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Læsø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Mariagerfjord";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Morsø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Rebild";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Thisted";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Vesthimmerlands";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Albertslund";"Fra Aalborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra København";0;0;0;0;1;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Frederiksberg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Dragør";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Tårnby";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Albertslund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Ballerup";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Brøndby";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Gentofte";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Gladsaxe";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Glostrup";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Herlev";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Hvidovre";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Høje-Taastrup";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Ishøj";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Lyngby-Taarbæk";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Rødovre";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Vallensbæk";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Allerød";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Egedal";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Fredensborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Frederikssund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Furesø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Gribskov";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Halsnæs";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Helsingør";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Hillerød";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Hørsholm";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Rudersdal";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Bornholm";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Christiansø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Greve";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Køge";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Lejre";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Roskilde";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Solrød";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Faxe";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Guldborgsund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Holbæk";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Kalundborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Lolland";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Næstved";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Odsherred";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Ringsted";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Slagelse";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Sorø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Stevns";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Vordingborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Assens";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Faaborg-Midtfyn";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Kerteminde";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Langeland";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Middelfart";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Nordfyns";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Nyborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Odense";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Svendborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Ærø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Billund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Esbjerg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Fanø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Fredericia";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Haderslev";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Kolding";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Sønderborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Tønder";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Varde";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Vejen";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Vejle";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Aabenraa";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Favrskov";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Hedensted";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Horsens";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Norddjurs";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Odder";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Randers";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Samsø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Silkeborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Skanderborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Syddjurs";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Aarhus";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Herning";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Holstebro";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Ikast-Brande";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Lemvig";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Ringkøbing-Skjern";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Skive";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Struer";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Viborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Brønderslev";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Ballerup";"Fra Frederikshavn";0;0;0;0;0;0;0;0;0;0
